colxrow,seconds,pattern,combinations
2000000000,398.1605520248413,sets,0
2000000000,949.0308089256287,general missing,20000
2000000000,1127.5200500488281,general missing,100000
2000000000,1188.0444757938385,general missing,200000
2000000000,769.6441717147827,planned missing,0
